taz_id;X;Y
1000554;4182887.453;7489092.512
1000555;4184765.581;7490095.176
1000556;4183214.486;7490414.846
1000557;4185149.221;7488525.794
1000558;4196615.81;7496402.123
1000559;4196981.696;7495184.857
1000560;4194441.515;7497176.786
1000561;4195031.324;7494707.287
1000562;4193092.07;7492612.505
1000563;4191491.273;7495332.674
1000564;4191849.303;7493395.9
1000565;4188654.598;7491910.888
1000566;4190923.092;7491285.519
1000567;4189168.663;7490407.509
1000568;4190406.622;7493192.58
1000569;4189517.574;7494040.548
1000570;4188859.089;7496020.676
1000571;4188774.405;7494665.443
1000572;4187339.407;7496055.349
1000573;4187559.624;7493793.024
1000574;4187229.595;7492334.395
1000575;4187248.045;7490569.389
1000576;4187180.634;7488479.155
1000577;4184628.148;7486622.67
1000578;4188130.506;7485111.201
1000579;4187010.337;7486520.164
1000580;4185904.942;7484712.137
1000581;4184034.286;7482925.47
1000582;4185572.35;7482618.299
1000583;4184514.498;7480903.229
1000584;4188061.14;7481971.491
1000585;4184638.537;7479278.324
1000586;4184389.389;7477507.554
1000587;4184804.012;7475280.166
1000588;4186448.681;7476151.896
1000589;4186715.88;7478091.907
1000590;4187582.155;7479815.661
1000591;4189773.137;7488426.142
1000592;4194069.646;7488570.49
1000593;4191799.152;7488605.321
1000594;4193545.119;7487171.572
1000595;4196418.154;7486273.273
1000596;4198682.387;7486222.445
1000597;4201053.861;7486199.392
1000598;4203426.431;7485255.637
1000599;4205227.438;7485919.497
1000600;4189735.11;7485438.284
1000601;4192165.526;7485781.523
1000602;4194309.603;7485649.124
1000603;4193526.15;7484411.023
1000604;4192561.258;7483516.747
1000605;4190775.058;7483010.258
1000606;4188707.732;7475465.15
1000607;4189423.435;7478624.912
1000608;4190915.413;7477479.78
1000609;4191306.162;7475178.166
1000610;4191772.914;7480704.422
1000611;4192547.839;7478485.064
1000612;4193175.55;7476260.099
1000613;4193825.104;7474537.144
1000614;4196621.11;7476707.101
1000615;4194569.985;7479917.44
1000616;4198822.472;7484337.178
1000617;4196150.39;7484001.174
1000618;4199169.188;7482405.522
1000619;4196283.257;7481851.199
1000620;4200669.983;7484385.491
1000621;4202029.525;7484448.946
1000622;4202990.557;7482689.567
1000623;4200783.242;7482473.116
1000624;4203420.459;7481156.06
1000625;4201291.608;7480111.574
1000626;4199619.991;7480640.687
1000627;4198190.269;7479477.79
1000628;4200261.255;7478798.429
1000629;4215643.745;7521716.432
1000630;4207208.031;7559884.366
1000631;4179744.841;7545217.683
1000632;4160773.307;7545855.303
1000633;4161306.946;7538856.87
1000634;4162833.8;7535281.787
1000635;4158581.753;7529613.23
1000636;4160355.275;7528115.989
1000637;4161890.064;7526671.797
1000638;4159051.549;7525283.533
1000639;4157981.885;7489233.318
1000640;4159877.952;7486374.793
1000641;4162492.993;7486842.161
1000642;4163735.629;7489118.018
1000643;4161693.631;7490534.874
1000644;4165741.485;7491634.894
1000645;4165130.6;7493465.967
1000646;4141972.745;7480854.688
1000647;4149440.865;7479622.038
1000648;4182299.619;7473085.359
1000649;4184089.271;7460393.813
1000650;4181137.691;7468903.411
1000651;4182949.667;7466332.795
1000652;4179451.676;7465213.698
1000653;4175807.67;7467222.547
1000654;4176972.13;7465950.371
1000655;4173104.594;7466175.785
1000656;4137749.713;7558834.078
1000657;4145619.067;7555965.574
1000658;4140964.242;7554616.43
1000659;4141541.324;7559494.624
1000660;4138444.517;7552299.249
1000661;4217154.955;7502147.886
1000662;4214677.701;7506874.02
1000663;4223616.532;7495924.277
